,Av,Rt,Th,Cost
2016-04-18,0.35658045603947863,0.19121899531121656,0.17728279806299208,0.31047089847282605
2016-04-19,0.49386375332844695,0.29057772557029043,0.15504581305385667,0.36693411945605914
2016-04-20,0.510501174923684,0.2738618886942713,0.16810367322456776,0.3465249455034814
2016-04-21,0.4280769987294764,0.37195854871477296,0.13937876974636743,0.3663519217615838
2016-04-22,0.4824102203254319,0.27516569900574783,0.15547343847572703,0.3894509473829707
2016-04-23,0.3191183744235231,0.26800284540381264,0.15568635491072624,0.40701375348922286
2016-04-24,0.38753576660945965,0.3408383984550116,0.16821067121975786,0.2815410602257659
2016-04-25,0.37413156252596425,0.3397533194504915,0.17525733298836899,0.4065475133608112
2016-04-26,0.3687348438187755,0.38139403729522947,0.08796318815600823,0.36665102863077215
2016-04-27,0.33476834957393264,0.3563915338118546,0.15111583941549578,0.337930212989714
2016-04-28,0.35934717193560456,0.3363544742231045,0.07850862336734254,0.4199476048220597
2016-04-29,0.38239565168647477,0.4016768760418178,0.09674792760552864,0.3349373214856207
2016-04-30,0.3110962839483149,0.36150421255985044,0.06728541506342556,0.4394969347205658
2016-05-01,0.30283040339750283,0.42910521528561085,0.06630212493383003,0.4928086830036756
2016-05-02,0.3689347419597467,0.5393880320040524,0.08034217317039438,0.4055052181627388
