trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
524,False,"{'a': 0.002, 'e': 0.35063832495169295}",20,3,10.6664010069471,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
525,False,"{'a': 0.002, 'e': 0.3499377491111553}",20,1,14.337039960134558,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.002, 'e': 0.3492385730220808}",25,7,-34.45256415572919,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
527,False,"{'a': 0.002, 'e': 0.348540793887764}",25,10,13.068292822348603,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
528,False,"{'a': 0.002, 'e': 0.3478444089170874}",25,1,-69.90497507380141,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 2}",1
529,False,"{'a': 0.002, 'e': 0.3471494153245103}",20,0,-100.3573414205471,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
530,False,"{'a': 0.002, 'e': 0.3464558103300574}",20,12,-16.441808154349772,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
531,False,"{'a': 0.002, 'e': 0.34576359115930777}",20,16,4.333902847290225,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.002, 'e': 0.34507275504338375}",20,3,-12.709250124733757,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
533,False,"{'a': 0.002, 'e': 0.34438329921894}",25,13,-117.97826775750633,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 3}",1
534,False,"{'a': 0.002, 'e': 0.34369522092815236}",30,17,10.667841058499267,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
535,False,"{'a': 0.002, 'e': 0.34300851741870664}",20,6,0.3880798180321605,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
536,False,"{'a': 0.002, 'e': 0.34232318594378797}",30,21,5.325464661734496,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
537,False,"{'a': 0.002, 'e': 0.34163922376206945}",35,18,-5.12320835370279,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
538,False,"{'a': 0.002, 'e': 0.34095662813770156}",20,14,0.2854690737078749,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
539,False,"{'a': 0.002, 'e': 0.3402753963403008}",25,0,-80.01696467208082,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
540,False,"{'a': 0.002, 'e': 0.3395955256449391}",25,7,20.071954383716214,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.002, 'e': 0.3389170133321328}",30,6,-56.57278897949787,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 1}",1
542,False,"{'a': 0.002, 'e': 0.3382398566878317}",20,0,6.864891447138195,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
543,False,"{'a': 0.002, 'e': 0.33756405300340836}",20,0,-12.039192985597385,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
544,False,"{'a': 0.002, 'e': 0.33688959957564707}",30,13,-26.130878114442627,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
545,False,"{'a': 0.002, 'e': 0.33621649370673334}",20,14,8.819287719146093,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.002, 'e': 0.3355447327042427}",30,16,-27.054982657874078,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
547,False,"{'a': 0.002, 'e': 0.3348743138811302}",20,13,11.909248993751289,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.002, 'e': 0.33420523455571977}",20,13,9.064177776029522,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.002, 'e': 0.3335374920516932}",25,0,8.945428477251927,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
550,False,"{'a': 0.002, 'e': 0.33287108369807955}",25,15,8.216927092035673,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
551,False,"{'a': 0.002, 'e': 0.33220600682924445}",25,14,-13.736951830500546,"{0: 8, 1: 2, 2: 0, 3: 1, 4: 0}",1
552,False,"{'a': 0.002, 'e': 0.3315422587848797}",20,0,19.99053146363513,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
553,False,"{'a': 0.002, 'e': 0.33087983690999206}",30,0,-55.655471865769,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",1
554,False,"{'a': 0.002, 'e': 0.3302187385548933}",25,14,18.862635360434577,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.002, 'e': 0.32955896107518906}",20,6,-0.11422038216600705,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
556,False,"{'a': 0.002, 'e': 0.3289005018317685}",25,16,12.628591290391318,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.002, 'e': 0.32824335819079375}",20,0,4.465473250624095,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
558,False,"{'a': 0.002, 'e': 0.3275875275236895}",25,8,-38.740085664773794,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
559,False,"{'a': 0.002, 'e': 0.3269330072071321}",25,13,-31.792489753462746,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
560,False,"{'a': 0.002, 'e': 0.32627979462303947}",25,1,-33.360921255493956,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 0}",1
561,False,"{'a': 0.002, 'e': 0.32562788715856034}",20,10,-15.56085659044121,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
562,False,"{'a': 0.002, 'e': 0.324977282206064}",20,10,-6.174803646819965,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
563,False,"{'a': 0.002, 'e': 0.3243279771631298}",20,0,-3.4746798982909644,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
564,False,"{'a': 0.002, 'e': 0.3236799694325367}",25,13,20.589836484565648,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.002, 'e': 0.3230332564222529}",25,11,-17.014235048536896,"{0: 12, 1: 0, 2: 0, 3: 2, 4: 0}",1
566,False,"{'a': 0.002, 'e': 0.3223878355454255}",20,15,9.347785280899972,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.002, 'e': 0.32174370422037013}",20,6,-3.552328750421448,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
568,False,"{'a': 0.002, 'e': 0.32110085987056064}",20,7,22.996941406627393,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.002, 'e': 0.32045929992461875}",20,0,-27.400798185057774,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
570,False,"{'a': 0.002, 'e': 0.31981902181630384}",20,8,-38.57317586313756,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
571,False,"{'a': 0.002, 'e': 0.31918002298450265}",20,10,-1.8031782841983934,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
572,False,"{'a': 0.002, 'e': 0.31854230087321894}",20,0,-46.133360014691746,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
573,False,"{'a': 0.002, 'e': 0.3179058529315635}",25,8,-31.993840787252417,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
574,False,"{'a': 0.002, 'e': 0.3172706766137436}",20,0,-25.312616765427485,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
575,False,"{'a': 0.002, 'e': 0.31663676937905316}",20,0,-5.609750146843449,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",1
576,False,"{'a': 0.002, 'e': 0.31600412869186245}",20,13,11.82259510149053,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.002, 'e': 0.31537275202160797}",25,9,24.49673550459551,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.002, 'e': 0.3147426368427819}",20,16,7.225080663948432,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.002, 'e': 0.31411378063492296}",20,8,-44.35619284895898,"{0: 8, 1: 1, 2: 1, 3: 2, 4: 0}",1
580,False,"{'a': 0.002, 'e': 0.3134861808826053}",20,0,-17.84196247270903,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
581,False,"{'a': 0.002, 'e': 0.3128598350754292}",20,7,24.949383535737056,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.002, 'e': 0.31223474070801055}",20,14,7.299815290546774,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.002, 'e': 0.31161089527997105}",35,20,8.868060436711206,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
584,False,"{'a': 0.002, 'e': 0.3109882962959281}",30,18,22.616048571554508,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.002, 'e': 0.31036694126548503}",20,15,7.497221223332265,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.002, 'e': 0.3097468277032208}",25,20,8.355553471818867,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.002, 'e': 0.3091279531286804}",20,4,26.498753824328936,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.002, 'e': 0.3085103150663647}",25,14,-45.14608831197619,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
589,False,"{'a': 0.002, 'e': 0.3078939110457206}",30,13,10.581667102021097,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.002, 'e': 0.30727873860113125}",25,5,-76.75992624012248,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
591,False,"{'a': 0.002, 'e': 0.306664795271906}",20,8,1.7754154339773836,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
592,False,"{'a': 0.002, 'e': 0.3060520786022707}",20,9,12.537966892861057,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.002, 'e': 0.3054405861413579}",20,0,21.00390205327614,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
594,False,"{'a': 0.002, 'e': 0.30483031544319683}",25,0,-13.260137669740358,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
595,False,"{'a': 0.002, 'e': 0.3042212640667041}",20,2,-12.705306097124986,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
596,False,"{'a': 0.002, 'e': 0.30361342957567317}",30,7,-51.74042115041656,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
597,False,"{'a': 0.002, 'e': 0.3030068095387654}",20,11,11.32070272778807,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.002, 'e': 0.3024014015294998}",20,2,-17.160276416039057,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
599,False,"{'a': 0.002, 'e': 0.3017972031262435}",25,16,-5.264753918375449,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
600,False,"{'a': 0.002, 'e': 0.30119421191220214}",20,0,-90.57151973398629,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",1
601,False,"{'a': 0.002, 'e': 0.30059242547541}",20,13,4.586218511189411,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
602,False,"{'a': 0.002, 'e': 0.2999918414087205}",20,0,-38.40404334387176,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
603,False,"{'a': 0.002, 'e': 0.2993924573097967}",20,8,-4.173178373779226,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
604,False,"{'a': 0.002, 'e': 0.29879427078110127}",25,9,-0.07599874324705724,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
605,False,"{'a': 0.002, 'e': 0.2981972794298874}",20,12,-7.618188091075483,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
606,False,"{'a': 0.002, 'e': 0.29760148086818883}",20,16,9.404251962970912,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.002, 'e': 0.2970068727128105}",20,11,17.713822954833354,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.002, 'e': 0.2964134525853191}",20,5,17.672917011184946,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.002, 'e': 0.2958212181120332}",20,0,19.41428253708839,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
610,False,"{'a': 0.002, 'e': 0.2952301669240142}",20,9,-15.883479744115085,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
611,False,"{'a': 0.002, 'e': 0.29464029665705654}",25,20,10.74302454836674,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.002, 'e': 0.29405160495167837}",20,6,-39.95205682359648,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
613,False,"{'a': 0.002, 'e': 0.2934640894531121}",20,0,-0.1382883642689663,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
614,False,"{'a': 0.002, 'e': 0.2928777478112949}",20,10,19.66645844284437,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.002, 'e': 0.2922925776808594}",20,8,12.687277204498123,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
616,False,"{'a': 0.002, 'e': 0.2917085767211244}",25,17,16.84592222380074,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.002, 'e': 0.2911257425960852}",20,12,16.31642224774322,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.002, 'e': 0.2905440729744046}",20,14,11.516172230368916,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.002, 'e': 0.2899635655294032}",20,4,13.829075562385409,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.002, 'e': 0.2893842179390506}",20,2,20.039677928249482,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.002, 'e': 0.28880602788595566}",30,10,11.402543224713437,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
622,False,"{'a': 0.002, 'e': 0.2882289930573573}",20,8,21.659757092077246,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.002, 'e': 0.2876531111451154}",30,19,-26.148502644406754,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 0}",1
624,False,"{'a': 0.002, 'e': 0.28707837984570167}",30,11,2.4965373804485114,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
625,False,"{'a': 0.002, 'e': 0.2865047968601901}",20,0,19.64561844515683,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
626,False,"{'a': 0.002, 'e': 0.285932359894248}",25,18,14.80440154205759,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.002, 'e': 0.28536106665812666}",25,0,-27.127525446941064,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
628,False,"{'a': 0.002, 'e': 0.2847909148666525}",20,14,-40.13039887783674,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 1}",1
629,False,"{'a': 0.002, 'e': 0.28422190223921745}",20,11,-10.11252853199198,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
630,False,"{'a': 0.002, 'e': 0.2836540264997704}",30,18,-5.671110486346452,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
631,False,"{'a': 0.002, 'e': 0.2830872853768075}",20,5,13.30596232131638,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
632,False,"{'a': 0.002, 'e': 0.2825216766033636}",20,0,-55.03032676086981,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
633,False,"{'a': 0.002, 'e': 0.28195719791700274}",25,3,-13.041301681365667,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
634,False,"{'a': 0.002, 'e': 0.2813938470598095}",25,12,23.775387101660765,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.002, 'e': 0.2808316217783798}",20,14,3.17436960204841,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.002, 'e': 0.28027051982381157}",20,5,-56.147036643020066,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
637,False,"{'a': 0.002, 'e': 0.27971053895169634}",25,8,18.354173764297286,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
638,False,"{'a': 0.002, 'e': 0.27915167692210985}",30,0,-11.941136912569071,"{0: 27, 1: 1, 2: 0, 3: 2, 4: 0}",0
639,False,"{'a': 0.002, 'e': 0.27859393149960326}",20,6,5.283496739115208,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
640,False,"{'a': 0.002, 'e': 0.27803730045319414}",20,0,-31.414830675929522,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
641,False,"{'a': 0.002, 'e': 0.2774817815563575}",20,15,-2.920052211398202,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
642,False,"{'a': 0.002, 'e': 0.2769273725870171}",25,20,9.207180544336458,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.002, 'e': 0.27637407132753633}",30,3,-22.98731190745724,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 1}",1
644,False,"{'a': 0.002, 'e': 0.27582187556470933}",25,7,22.152017620097563,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.002, 'e': 0.27527078308975234}",30,18,9.756015891627952,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
646,False,"{'a': 0.002, 'e': 0.2747207916982947}",20,16,8.84027046614715,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.002, 'e': 0.2741718991903702}",20,13,11.748808059444382,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.002, 'e': 0.27362410337040804}",25,16,7.6146832434062075,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.002, 'e': 0.2730774020472242}",25,0,16.089064359621716,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
650,False,"{'a': 0.002, 'e': 0.2725317930340126}",25,0,-72.93042810376218,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
651,False,"{'a': 0.002, 'e': 0.2719872741483365}",20,0,11.752355866725186,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
652,False,"{'a': 0.002, 'e': 0.27144384321211973}",25,14,1.1870472783892079,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
653,False,"{'a': 0.002, 'e': 0.27090149805163766}",25,14,18.745248368528976,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.002, 'e': 0.270360236497509}",25,15,0.7399925077643161,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
655,False,"{'a': 0.002, 'e': 0.2698200563846868}",25,9,3.248166418917388,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
656,False,"{'a': 0.002, 'e': 0.26928095555244996}",25,15,-0.2647602405462104,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
657,False,"{'a': 0.002, 'e': 0.26874293184439435}",20,8,21.457692855572482,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.002, 'e': 0.2682059831084244}",20,3,-19.98703818503712,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
659,False,"{'a': 0.002, 'e': 0.26767010719674456}",30,20,9.231638338868812,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.002, 'e': 0.26713530196585034}",25,10,-54.37558869985601,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
661,False,"{'a': 0.002, 'e': 0.2666015652765202}",30,21,18.200153994272316,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.002, 'e': 0.26606889499380665}",25,5,-3.9986666401995716,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
663,False,"{'a': 0.002, 'e': 0.2655372889870278}",25,4,36.286601954381766,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.002, 'e': 0.2650067451297589}",25,15,-6.04968317086472,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
665,False,"{'a': 0.002, 'e': 0.26447726129982396}",20,11,0.043162115287717295,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
666,False,"{'a': 0.002, 'e': 0.2639488353792868}",30,13,9.604136914349407,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
667,False,"{'a': 0.002, 'e': 0.2634214652544431}",25,1,16.452416793396136,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
668,False,"{'a': 0.002, 'e': 0.26289514881581166}",20,5,-36.290900856799865,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
669,False,"{'a': 0.002, 'e': 0.262369883958126}",20,11,4.895706359875868,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
670,False,"{'a': 0.002, 'e': 0.261845668580326}",30,19,-0.9475780014306703,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
671,False,"{'a': 0.002, 'e': 0.2613225005855494}",20,10,-32.928936072510496,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
672,False,"{'a': 0.002, 'e': 0.26080037788112365}",35,21,-73.56035475099279,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
673,False,"{'a': 0.002, 'e': 0.2602792983785571}",25,11,2.5020201027009645,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
674,False,"{'a': 0.002, 'e': 0.2597592599935311}",30,15,19.969285501152438,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.002, 'e': 0.2592402606458915}",25,5,-30.015632826035116,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
676,False,"{'a': 0.002, 'e': 0.25872229825964005}",25,11,14.496704843103963,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
677,False,"{'a': 0.002, 'e': 0.25820537076292666}",30,23,-28.58816710148273,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
678,False,"{'a': 0.002, 'e': 0.25768947608804055}",20,6,-0.9511309640446364,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
679,False,"{'a': 0.002, 'e': 0.2571746121714024}",20,9,-26.294821451785275,"{0: 6, 1: 2, 2: 3, 3: 0, 4: 0}",1
680,False,"{'a': 0.002, 'e': 0.2566607769535559}",25,14,15.54113970035766,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.002, 'e': 0.2561479683791593}",30,0,9.480392526321513,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
682,False,"{'a': 0.002, 'e': 0.25563618439697783}",20,16,5.969886763926528,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.002, 'e': 0.2551254229598748}",25,11,26.554788749641926,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.002, 'e': 0.2546156820248037}",25,11,25.135564241918317,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.002, 'e': 0.25410695955280027}",25,15,-35.68270842013178,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
686,False,"{'a': 0.002, 'e': 0.25359925350897383}",20,16,6.196225441233283,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.002, 'e': 0.25309256186249957}",25,6,21.53829766760651,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.002, 'e': 0.2525868825866102}",25,16,14.664252128115116,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.002, 'e': 0.25208221365858796}",20,9,14.30189616533438,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.002, 'e': 0.25157855305975646}",20,12,18.014540838507056,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.002, 'e': 0.25107589877547265}",25,2,-1.0275328458985302,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
692,False,"{'a': 0.002, 'e': 0.25057424879511875}",20,9,4.076502498291963,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.002, 'e': 0.2500736011120941}",20,14,9.163799552741745,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.002, 'e': 0.24957395372380728}",30,0,10.704176329288167,"{0: 27, 1: 2, 2: 0, 3: 1, 4: 0}",0
695,False,"{'a': 0.002, 'e': 0.24907530463166816}",25,5,30.46479535949239,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.002, 'e': 0.24857765184107966}",30,18,22.433589587880245,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.002, 'e': 0.24808099336142997}",30,19,8.06310679560181,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
698,False,"{'a': 0.002, 'e': 0.2475853272060845}",20,6,18.521453971064705,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.002, 'e': 0.24709065139237796}",25,0,6.128216367609557,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
700,False,"{'a': 0.002, 'e': 0.24659696394160643}",25,5,-13.736309364707537,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
701,False,"{'a': 0.002, 'e': 0.2461042628790195}",20,0,4.6066132528077155,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
702,False,"{'a': 0.002, 'e': 0.2456125462338122}",25,7,-15.727788744381805,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
703,False,"{'a': 0.002, 'e': 0.24512181203911731}",25,3,12.254040479109122,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
704,False,"{'a': 0.002, 'e': 0.2446320583319975}",35,0,36.622223450607606,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",0
705,False,"{'a': 0.002, 'e': 0.2441432831534371}",20,12,16.140937213787932,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.002, 'e': 0.24365548454833486}",30,13,27.306676396824678,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.002, 'e': 0.24316866056549566}",20,13,15.359700636849254,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.002, 'e': 0.24268280925762298}",25,17,14.019136950261434,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
